,Dept,Date,Dept_Total_Sales
2615,20,2010-11-19,199689.91
2616,20,2010-11-26,333006.53
2617,20,2010-12-03,181295.54
2618,20,2010-12-10,187335.82
2619,20,2010-12-17,202655.79
2620,20,2010-12-24,253407.55
2621,20,2010-12-31,166089.77
2622,20,2011-01-07,196082.23
2623,20,2011-01-14,170947.7
2624,20,2011-01-21,176322.62
2625,20,2011-01-28,171436.44
2626,20,2011-02-04,205590.58
2627,20,2011-02-11,218250.44
2628,20,2011-02-18,232165.66
2629,20,2011-02-25,231143.92
2630,20,2011-03-04,242838.85
2631,20,2011-03-11,224514.0
2632,20,2011-03-18,247850.3
2633,20,2011-03-25,224502.52
2634,20,2011-04-01,225204.83
2635,20,2011-04-08,230107.34
2636,20,2011-04-15,217422.66
2637,20,2011-04-22,233356.97
2638,20,2011-04-29,203563.22
2639,20,2011-05-06,224594.56
2640,20,2011-05-13,212194.22999999998
2641,20,2011-05-20,229206.77000000002
2642,20,2011-05-27,238112.93
2643,20,2011-06-03,276517.08999999997
2644,20,2011-06-10,259735.12
2645,20,2011-06-17,248261.63
2646,20,2011-06-24,255731.81
2647,20,2011-07-01,299340.76
2648,20,2011-07-08,274050.4
2649,20,2011-07-15,239655.91
2650,20,2011-07-22,242772.61
2651,20,2011-07-29,239785.49
2652,20,2011-08-05,269136.15
2653,20,2011-08-12,251370.16
2654,20,2011-08-19,254605.58
2655,20,2011-08-26,241671.79
2656,20,2011-09-02,229024.0
2657,20,2011-09-09,243975.17
2658,20,2011-09-16,202186.77
2659,20,2011-09-23,197796.5
2660,20,2011-09-30,203800.38
2661,20,2011-10-07,218369.68
2662,20,2011-10-14,194199.75
2663,20,2011-10-21,194530.68
2664,20,2011-10-28,182851.46
2665,20,2011-11-04,201197.83
2666,20,2011-11-11,201448.22
2667,20,2011-11-18,195587.1
2668,20,2011-11-25,305393.51
2669,20,2011-12-02,193976.06
2670,20,2011-12-09,193146.35
2671,20,2011-12-16,207874.35
2672,20,2011-12-23,268379.18
2673,20,2011-12-30,192011.35
2674,20,2012-01-06,214888.31
2675,20,2012-01-13,190909.76
2676,20,2012-01-20,191945.75
2677,20,2012-01-27,178320.68
2678,20,2012-02-03,223230.48
2679,20,2012-02-10,252309.1
2680,20,2012-02-17,225183.01
2681,20,2012-02-24,243240.34
2682,20,2012-03-02,255454.46
2683,20,2012-03-09,253660.49
2684,20,2012-03-16,242480.91999999998
2685,20,2012-03-23,221510.66999999998
2686,20,2012-03-30,220545.62
2687,20,2012-04-06,253610.99
2688,20,2012-04-13,212144.84
2689,20,2012-04-20,221202.62
2690,20,2012-04-27,209221.68
2691,20,2012-05-04,228736.27
2692,20,2012-05-11,217917.54
2693,20,2012-05-18,222193.82
2694,20,2012-05-25,245709.24
2695,20,2012-06-01,272344.26
2696,20,2012-06-08,275220.52
2697,20,2012-06-15,254053.73
2698,20,2012-06-22,255462.14
2699,20,2012-06-29,267446.83999999997
2700,20,2012-07-06,303025.25
2701,20,2012-07-13,249127.21
2702,20,2012-07-20,259251.29
2703,20,2012-07-27,245771.62
2704,20,2012-08-03,268708.06
2705,20,2012-08-10,259030.11000000002
2706,20,2012-08-17,256072.53
2707,20,2012-08-24,256256.04
2708,20,2012-08-31,243075.04
2709,20,2012-09-07,258235.7
2710,20,2012-09-14,207300.77
2711,20,2012-09-21,203637.2
2712,20,2012-09-28,192441.77
2713,20,2012-10-05,219333.55
2714,20,2012-10-12,192799.57
2715,20,2012-10-19,194638.41
2716,20,2012-10-26,182310.62
2717,21,2010-02-05,257986.69
2718,21,2010-02-12,252303.11
2719,21,2010-02-19,253108.95
2720,21,2010-02-26,241662.32
2721,21,2010-03-05,261974.88
2722,21,2010-03-12,248851.41
2723,21,2010-03-19,245023.33000000002
2724,21,2010-03-26,249908.4
2725,21,2010-04-02,293771.31
2726,21,2010-04-09,248451.65
2727,21,2010-04-16,226085.4
2728,21,2010-04-23,219631.28
2729,21,2010-04-30,233190.83
2730,21,2010-05-07,249667.02000000002
2731,21,2010-05-14,235624.74
2732,21,2010-05-21,217112.22
2733,21,2010-05-28,234828.5
2734,21,2010-06-04,237767.31
2735,21,2010-06-11,244412.56
2736,21,2010-06-18,243841.18
2737,21,2010-06-25,247850.72
2738,21,2010-07-02,269255.69
2739,21,2010-07-09,255158.79
2740,21,2010-07-16,258552.53
2741,21,2010-07-23,243137.04
2742,21,2010-07-30,242499.63
2743,21,2010-08-06,245577.2
2744,21,2010-08-13,232724.61000000002
2745,21,2010-08-20,230272.81
2746,21,2010-08-27,233981.5
2747,21,2010-09-03,245532.53
2748,21,2010-09-10,227108.87
2749,21,2010-09-17,219546.72
2750,21,2010-09-24,206579.12
2751,21,2010-10-01,215758.94
2752,21,2010-10-08,220319.46
2753,21,2010-10-15,219473.8
2754,21,2010-10-22,212139.76
2755,21,2010-10-29,217123.14
2756,21,2010-11-05,220675.49
2757,21,2010-11-12,238369.1
2758,21,2010-11-19,233051.94
2759,21,2010-11-26,278196.68
2760,21,2010-12-03,246047.47
2761,21,2010-12-10,290619.54
2762,21,2010-12-17,341926.26
2763,21,2010-12-24,472433.98
2764,21,2010-12-31,175646.84
2765,21,2011-01-07,190371.36
2766,21,2011-01-14,184551.69
2767,21,2011-01-21,190346.86000000002
2768,21,2011-01-28,188841.22
2769,21,2011-02-04,205196.58
2770,21,2011-02-11,214509.71
2771,21,2011-02-18,228281.53
2772,21,2011-02-25,215785.35
2773,21,2011-03-04,224273.26
2774,21,2011-03-11,203785.33
2775,21,2011-03-18,207175.64
2776,21,2011-03-25,199561.57
2777,21,2011-04-01,210987.12
2778,21,2011-04-08,212497.45
2779,21,2011-04-15,212225.83000000002
2780,21,2011-04-22,245032.39
2781,21,2011-04-29,215556.54
2782,21,2011-05-06,226682.65
2783,21,2011-05-13,201322.79
2784,21,2011-05-20,189794.4
2785,21,2011-05-27,187525.04
2786,21,2011-06-03,201632.85
2787,21,2011-06-10,202766.11000000002
2788,21,2011-06-17,204508.28
2789,21,2011-06-24,216385.27
2790,21,2011-07-01,215007.46
2791,21,2011-07-08,212321.08000000002
2792,21,2011-07-15,208001.68
2793,21,2011-07-22,206302.05
2794,21,2011-07-29,209916.79
2795,21,2011-08-05,214228.5
2796,21,2011-08-12,210035.99
2797,21,2011-08-19,211643.15
2798,21,2011-08-26,216273.47
2799,21,2011-09-02,218894.42
2800,21,2011-09-09,211398.61
2801,21,2011-09-16,205044.04
2802,21,2011-09-23,200917.43
2803,21,2011-09-30,203658.38
2804,21,2011-10-07,216472.85
2805,21,2011-10-14,205943.7
2806,21,2011-10-21,205717.43
2807,21,2011-10-28,214977.98
2808,21,2011-11-04,215808.93
2809,21,2011-11-11,233819.34
2810,21,2011-11-18,226759.99
2811,21,2011-11-25,288624.95
2812,21,2011-12-02,235168.6
2813,21,2011-12-09,272651.96
2814,21,2011-12-16,327436.91
2815,21,2011-12-23,435199.61
2816,21,2011-12-30,209992.47
2817,21,2012-01-06,185622.68
2818,21,2012-01-13,176195.79
2819,21,2012-01-20,179754.12
2820,21,2012-01-27,166954.77
2821,21,2012-02-03,194809.3
2822,21,2012-02-10,209669.54
2823,21,2012-02-17,220269.71
2824,21,2012-02-24,212310.06
2825,21,2012-03-02,226995.98
2826,21,2012-03-09,237643.16
2827,21,2012-03-16,225989.47
2828,21,2012-03-23,216928.28
2829,21,2012-03-30,240477.88
2830,21,2012-04-06,286177.84
2831,21,2012-04-13,229875.49
2832,21,2012-04-20,197077.75
2833,21,2012-04-27,195294.39
2834,21,2012-05-04,201308.15
2835,21,2012-05-11,198706.64
2836,21,2012-05-18,188362.84
2837,21,2012-05-25,185943.32
2838,21,2012-06-01,189693.98
2839,21,2012-06-08,206181.03
2840,21,2012-06-15,205794.8
2841,21,2012-06-22,199200.08
2842,21,2012-06-29,199050.72
2843,21,2012-07-06,219095.52
2844,21,2012-07-13,207582.6
2845,21,2012-07-20,200495.51
2846,21,2012-07-27,198625.12
2847,21,2012-08-03,208589.0
2848,21,2012-08-10,209187.5
2849,21,2012-08-17,203831.05
2850,21,2012-08-24,205537.79
2851,21,2012-08-31,208402.33
2852,21,2012-09-07,212511.74
2853,21,2012-09-14,196583.92
2854,21,2012-09-21,189050.06
2855,21,2012-09-28,191452.8
2856,21,2012-10-05,205023.01
2857,21,2012-10-12,200160.78
2858,21,2012-10-19,191612.73
2859,21,2012-10-26,194038.01
2860,22,2010-02-05,513801.98
2861,22,2010-02-12,501304.72
2862,22,2010-02-19,529914.97
2863,22,2010-02-26,461427.83999999997
2864,22,2010-03-05,452224.24
2865,22,2010-03-12,440106.34
2866,22,2010-03-19,408279.61
2867,22,2010-03-26,370501.74
2868,22,2010-04-02,385797.98
2869,22,2010-04-09,347803.18
2870,22,2010-04-16,359838.18
2871,22,2010-04-23,368975.61
2872,22,2010-04-30,344799.49
2873,22,2010-05-07,359463.67
2874,22,2010-05-14,344308.99
2875,22,2010-05-21,350839.19
2876,22,2010-05-28,358775.93
2877,22,2010-06-04,372270.08
2878,22,2010-06-11,357389.73
2879,22,2010-06-18,367365.95
2880,22,2010-06-25,361225.09
2881,22,2010-07-02,414598.85
2882,22,2010-07-09,387431.97000000003
2883,22,2010-07-16,422164.33999999997
2884,22,2010-07-23,397667.23
2885,22,2010-07-30,412919.1
2886,22,2010-08-06,434518.87
2887,22,2010-08-13,410569.49
2888,22,2010-08-20,440220.06
2889,22,2010-08-27,440469.71
2890,22,2010-09-03,424782.64
2891,22,2010-09-10,431742.69
2892,22,2010-09-17,403401.72
2893,22,2010-09-24,382130.32
2894,22,2010-10-01,400678.63
2895,22,2010-10-08,440484.38
2896,22,2010-10-15,406168.97
2897,22,2010-10-22,395596.64999999997
2898,22,2010-10-29,379625.21
2899,22,2010-11-05,427585.21
2900,22,2010-11-12,412570.65
2901,22,2010-11-19,411456.38
2902,22,2010-11-26,805800.24
2903,22,2010-12-03,445117.44
2904,22,2010-12-10,555692.25
2905,22,2010-12-17,662812.99
2906,22,2010-12-24,913943.91
2907,22,2010-12-31,409326.87
2908,22,2011-01-07,386746.82
2909,22,2011-01-14,346512.01
2910,22,2011-01-21,343649.5
2911,22,2011-01-28,347772.19
2912,22,2011-02-04,458994.6
2913,22,2011-02-11,472734.36
2914,22,2011-02-18,516649.56
2915,22,2011-02-25,461657.17
2916,22,2011-03-04,450240.04000000004
2917,22,2011-03-11,418333.89
2918,22,2011-03-18,423930.64
2919,22,2011-03-25,384699.93
2920,22,2011-04-01,376269.48
2921,22,2011-04-08,371505.07
2922,22,2011-04-15,343377.89
2923,22,2011-04-22,369743.84
2924,22,2011-04-29,323750.97000000003
2925,22,2011-05-06,352208.62
2926,22,2011-05-13,319545.91
2927,22,2011-05-20,334563.05
2928,22,2011-05-27,352272.16
2929,22,2011-06-03,357772.29
2930,22,2011-06-10,330175.14
2931,22,2011-06-17,348955.06
2932,22,2011-06-24,350828.07
2933,22,2011-07-01,388066.71
2934,22,2011-07-08,371048.3
2935,22,2011-07-15,378861.58999999997
2936,22,2011-07-22,392452.99
2937,22,2011-07-29,384031.93
2938,22,2011-08-05,419190.16000000003
2939,22,2011-08-12,401592.63
2940,22,2011-08-19,422651.18
2941,22,2011-08-26,406306.25
2942,22,2011-09-02,381453.77
2943,22,2011-09-09,427908.09
2944,22,2011-09-16,384827.64
2945,22,2011-09-23,399715.33
2946,22,2011-09-30,388225.55
2947,22,2011-10-07,440248.43
2948,22,2011-10-14,389138.99
2949,22,2011-10-21,392327.37
2950,22,2011-10-28,379720.88
2951,22,2011-11-04,418947.37
2952,22,2011-11-11,425117.07
2953,22,2011-11-18,396612.07
2954,22,2011-11-25,790113.01
2955,22,2011-12-02,432217.38
2956,22,2011-12-09,506805.75
2957,22,2011-12-16,584183.76
2958,22,2011-12-23,840532.1900000001
2959,22,2011-12-30,488494.53
2960,22,2012-01-06,408011.44
2961,22,2012-01-13,355462.72000000003
2962,22,2012-01-20,351050.11
2963,22,2012-01-27,321161.33999999997
2964,22,2012-02-03,413187.42
2965,22,2012-02-10,527959.63
2966,22,2012-02-17,519607.62
2967,22,2012-02-24,499930.26
2968,22,2012-03-02,481832.75
2969,22,2012-03-09,465368.21
2970,22,2012-03-16,431384.5
2971,22,2012-03-23,390523.83
2972,22,2012-03-30,371966.69
2973,22,2012-04-06,402234.32
2974,22,2012-04-13,349858.19
2975,22,2012-04-20,352978.32
2976,22,2012-04-27,336148.21
2977,22,2012-05-04,369145.18
2978,22,2012-05-11,343949.85
2979,22,2012-05-18,339554.74
2980,22,2012-05-25,354697.54
2981,22,2012-06-01,362390.79
2982,22,2012-06-08,392262.67
2983,22,2012-06-15,358745.32
2984,22,2012-06-22,357002.95
2985,22,2012-06-29,367032.77999999997
2986,22,2012-07-06,420195.24
2987,22,2012-07-13,390004.89
2988,22,2012-07-20,417921.06
2989,22,2012-07-27,391225.14
2990,22,2012-08-03,441356.62
2991,22,2012-08-10,431442.41
2992,22,2012-08-17,455396.39999999997
2993,22,2012-08-24,452962.12
2994,22,2012-08-31,434023.37
2995,22,2012-09-07,455494.57
2996,22,2012-09-14,393851.94
2997,22,2012-09-21,401986.13
2998,22,2012-09-28,383138.33
2999,22,2012-10-05,424579.13
3000,22,2012-10-12,433973.51
3001,22,2012-10-19,396326.88
3002,22,2012-10-26,376211.78
3003,23,2010-02-05,875453.87
3004,23,2010-02-12,895426.52
3005,23,2010-02-19,920194.77
3006,23,2010-02-26,804817.94
3007,23,2010-03-05,825406.21
3008,23,2010-03-12,834208.46
3009,23,2010-03-19,867154.02
3010,23,2010-03-26,818158.23
3011,23,2010-04-02,877167.8
3012,23,2010-04-09,941689.65
3013,23,2010-04-16,855122.84
3014,23,2010-04-23,846465.98
3015,23,2010-04-30,817594.52
3016,23,2010-05-07,936712.6900000001
3017,23,2010-05-14,851276.09
3018,23,2010-05-21,919482.15
3019,23,2010-05-28,1073351.34
3020,23,2010-06-04,1139184.06
3021,23,2010-06-11,1070439.42
3022,23,2010-06-18,1147960.84
3023,23,2010-06-25,1216203.02
3024,23,2010-07-02,1034673.49
3025,23,2010-07-09,1022151.97
3026,23,2010-07-16,924511.85
3027,23,2010-07-23,919071.96
3028,23,2010-07-30,892300.87
3029,23,2010-08-06,977214.28
3030,23,2010-08-13,955342.33
3031,23,2010-08-20,1002523.0700000001
3032,23,2010-08-27,1007828.0599999999
3033,23,2010-09-03,873043.92
3034,23,2010-09-10,801680.8
3035,23,2010-09-17,758763.14
3036,23,2010-09-24,767332.36
3037,23,2010-10-01,781548.44
3038,23,2010-10-08,945135.5700000001
3039,23,2010-10-15,887203.04
3040,23,2010-10-22,951263.75
3041,23,2010-10-29,984244.76
3042,23,2010-11-05,1036085.19
3043,23,2010-11-12,998919.78
3044,23,2010-11-19,988061.83
3045,23,2010-11-26,1465624.57
3046,23,2010-12-03,1138636.48
3047,23,2010-12-10,1382665.03
3048,23,2010-12-17,1681120.62
3049,23,2010-12-24,2557655.92
3050,23,2010-12-31,740410.93
3051,23,2011-01-07,699694.24
3052,23,2011-01-14,730643.03
3053,23,2011-01-21,675475.65
3054,23,2011-01-28,653258.29
3055,23,2011-02-04,851093.96
3056,23,2011-02-11,864446.9
3057,23,2011-02-18,900664.56
3058,23,2011-02-25,826046.77
3059,23,2011-03-04,861001.77
3060,23,2011-03-11,825846.1
3061,23,2011-03-18,863340.3
3062,23,2011-03-25,810567.05
3063,23,2011-04-01,784516.2
3064,23,2011-04-08,831285.23
3065,23,2011-04-15,842330.5
3066,23,2011-04-22,900356.07
3067,23,2011-04-29,895399.81
3068,23,2011-05-06,854730.51
3069,23,2011-05-13,867625.55
3070,23,2011-05-20,892501.29
3071,23,2011-05-27,959953.6799999999
3072,23,2011-06-03,1102764.94
3073,23,2011-06-10,1058396.67
3074,23,2011-06-17,1156590.31
3075,23,2011-06-24,1144585.1
3076,23,2011-07-01,990726.72
3077,23,2011-07-08,988623.79
3078,23,2011-07-15,910965.23
3079,23,2011-07-22,928239.65
3080,23,2011-07-29,872472.01
3081,23,2011-08-05,934196.52
3082,23,2011-08-12,917651.85
3083,23,2011-08-19,959983.3
3084,23,2011-08-26,961897.96
3085,23,2011-09-02,795171.66
3086,23,2011-09-09,861531.35
3087,23,2011-09-16,782953.62
3088,23,2011-09-23,828825.13
3089,23,2011-09-30,757759.76
3090,23,2011-10-07,925693.24
3091,23,2011-10-14,867964.56
3092,23,2011-10-21,935811.61
3093,23,2011-10-28,1038398.57
3094,23,2011-11-04,1115264.76
3095,23,2011-11-11,1058781.09
3096,23,2011-11-18,969766.39
3097,23,2011-11-25,1368656.3
3098,23,2011-12-02,1079016.21
3099,23,2011-12-09,1417688.56
3100,23,2011-12-16,1624638.9
3101,23,2011-12-23,2444102.92
3102,23,2011-12-30,1044955.35
3103,23,2012-01-06,743335.79
3104,23,2012-01-13,686417.12
3105,23,2012-01-20,696422.44
3106,23,2012-01-27,656500.9
3107,23,2012-02-03,759030.62
3108,23,2012-02-10,928175.8099999999
3109,23,2012-02-17,938319.53
3110,23,2012-02-24,863559.76
3111,23,2012-03-02,877440.02
3112,23,2012-03-09,910822.18
3113,23,2012-03-16,924889.13
3114,23,2012-03-23,958183.61
3115,23,2012-03-30,905835.4
3116,23,2012-04-06,1003450.39
3117,23,2012-04-13,905749.73
3118,23,2012-04-20,922161.4
3119,23,2012-04-27,887051.88
3120,23,2012-05-04,922660.34
3121,23,2012-05-11,908361.8099999999
3122,23,2012-05-18,915530.4
3123,23,2012-05-25,1057210.79
3124,23,2012-06-01,1089561.6
3125,23,2012-06-08,1079750.7
3126,23,2012-06-15,1176714.67
3127,23,2012-06-22,1232609.94
3128,23,2012-06-29,1037436.52
3129,23,2012-07-06,1105382.94
3130,23,2012-07-13,950734.89
3131,23,2012-07-20,959551.13
3132,23,2012-07-27,908179.81
3133,23,2012-08-03,965807.19
3134,23,2012-08-10,979194.05
3135,23,2012-08-17,976560.16
3136,23,2012-08-24,1022324.14
3137,23,2012-08-31,955052.7
3138,23,2012-09-07,863295.44
3139,23,2012-09-14,791542.77
3140,23,2012-09-21,805831.41
3141,23,2012-09-28,831759.56
3142,23,2012-10-05,927223.65
3143,23,2012-10-12,1018346.42
3144,23,2012-10-19,914180.43
3145,23,2012-10-26,974845.69
3146,24,2010-02-05,242250.33
3147,24,2010-02-12,244350.5
3148,24,2010-02-19,231171.22
3149,24,2010-02-26,218321.38
3150,24,2010-03-05,244816.65
3151,24,2010-03-12,228576.44
3152,24,2010-03-19,228311.8
3153,24,2010-03-26,221916.18
3154,24,2010-04-02,292831.03
3155,24,2010-04-09,287996.27
3156,24,2010-04-16,222021.27
3157,24,2010-04-23,203350.85
3158,24,2010-04-30,187210.67
3159,24,2010-05-07,227058.16
3160,24,2010-05-14,187336.11000000002
3161,24,2010-05-21,204581.02
3162,24,2010-05-28,242070.21
3163,24,2010-06-04,238318.91999999998
3164,24,2010-06-11,211235.05
3165,24,2010-06-18,206702.34
3166,24,2010-06-25,207113.04
3167,24,2010-07-02,215928.09
3168,24,2010-07-09,191435.12
3169,24,2010-07-16,182966.67
3170,24,2010-07-23,198171.94
3171,24,2010-07-30,223775.76
3172,24,2010-08-06,310329.01
3173,24,2010-08-13,353175.6
3174,24,2010-08-20,433210.94
3175,24,2010-08-27,434211.52
3176,24,2010-09-03,300536.79000000004
3177,24,2010-09-10,235804.22
3178,24,2010-09-17,188904.21
3179,24,2010-09-24,167234.53
3180,24,2010-10-01,178818.23
3181,24,2010-10-08,234934.89
3182,24,2010-10-15,212136.99
3183,24,2010-10-22,235853.96
3184,24,2010-10-29,246408.17
3185,24,2010-11-05,250459.41
3186,24,2010-11-12,258847.43
3187,24,2010-11-19,264553.37
3188,24,2010-11-26,484568.75
3189,24,2010-12-03,327975.7
3190,24,2010-12-10,402818.72
3191,24,2010-12-17,444605.34
3192,24,2010-12-24,551487.43
3193,24,2010-12-31,136871.81
3194,24,2011-01-07,145677.22
3195,24,2011-01-14,153444.72
3196,24,2011-01-21,136204.03
3197,24,2011-01-28,140599.43
3198,24,2011-02-04,207127.75
3199,24,2011-02-11,212851.51
3200,24,2011-02-18,220708.05
3201,24,2011-02-25,194659.38
3202,24,2011-03-04,203402.99
3203,24,2011-03-11,190655.81
3204,24,2011-03-18,205654.38999999998
3205,24,2011-03-25,184435.58
3206,24,2011-04-01,182005.63
3207,24,2011-04-08,195313.01
3208,24,2011-04-15,200433.11000000002
3209,24,2011-04-22,239982.88
3210,24,2011-04-29,211701.67
3211,24,2011-05-06,178782.13
3212,24,2011-05-13,177889.88
3213,24,2011-05-20,184179.24
3214,24,2011-05-27,195577.58
3215,24,2011-06-03,222262.44
3216,24,2011-06-10,206273.88
3217,24,2011-06-17,192411.94
3218,24,2011-06-24,187243.44
3219,24,2011-07-01,196061.7
3220,24,2011-07-08,192286.24
3221,24,2011-07-15,191120.54
3222,24,2011-07-22,199666.34
3223,24,2011-07-29,206256.22
3224,24,2011-08-05,283125.31
3225,24,2011-08-12,326584.61
3226,24,2011-08-19,420397.09
3227,24,2011-08-26,414024.29
3228,24,2011-09-02,294404.88
3229,24,2011-09-09,263444.95
3230,24,2011-09-16,186763.13999999998
3231,24,2011-09-23,190079.91999999998
3232,24,2011-09-30,165403.58000000002
3233,24,2011-10-07,225344.87
3234,24,2011-10-14,202321.88999999998
3235,24,2011-10-21,235449.91
3236,24,2011-10-28,263450.26
3237,24,2011-11-04,284825.39
3238,24,2011-11-11,268358.82
3239,24,2011-11-18,229230.63
3240,24,2011-11-25,458513.59
3241,24,2011-12-02,290853.8
3242,24,2011-12-09,406372.54
3243,24,2011-12-16,434475.95
3244,24,2011-12-23,542886.63
3245,24,2011-12-30,185545.75
3246,24,2012-01-06,139300.34
3247,24,2012-01-13,135519.02
3248,24,2012-01-20,136393.76
3249,24,2012-01-27,137231.85
3250,24,2012-02-03,176482.91
3251,24,2012-02-10,229819.11
3252,24,2012-02-17,221657.89
3253,24,2012-02-24,208217.27
3254,24,2012-03-02,212752.36
3255,24,2012-03-09,202901.23
3256,24,2012-03-16,220697.17
3257,24,2012-03-23,231849.37
3258,24,2012-03-30,215693.12
3259,24,2012-04-06,274652.83
3260,24,2012-04-13,220102.5
3261,24,2012-04-20,195935.64
3262,24,2012-04-27,179223.12
3263,24,2012-05-04,196561.64
3264,24,2012-05-11,182059.88
3265,24,2012-05-18,192787.5
3266,24,2012-05-25,216713.71
3267,24,2012-06-01,219584.55
3268,24,2012-06-08,198151.51
3269,24,2012-06-15,192225.03
3270,24,2012-06-22,187396.55
3271,24,2012-06-29,185665.19
3272,24,2012-07-06,215378.99
3273,24,2012-07-13,194370.07
3274,24,2012-07-20,214273.88
3275,24,2012-07-27,222254.49
3276,24,2012-08-03,281198.41
3277,24,2012-08-10,300625.75
3278,24,2012-08-17,343817.3
3279,24,2012-08-24,437292.35
3280,24,2012-08-31,400382.9
3281,24,2012-09-07,274085.69
3282,24,2012-09-14,195056.55
3283,24,2012-09-21,193457.69
3284,24,2012-09-28,200648.66
3285,24,2012-10-05,230093.55
3286,24,2012-10-12,269835.23
3287,24,2012-10-19,237246.32
3288,24,2012-10-26,257702.81
3289,25,2010-02-05,365598.14
3290,25,2010-02-12,394240.32
3291,25,2010-02-19,378667.41
3292,25,2010-02-26,353700.94
3293,25,2010-03-05,374196.8
3294,25,2010-03-12,395275.33
3295,25,2010-03-19,427899.32
3296,25,2010-03-26,415291.92
3297,25,2010-04-02,497057.31
3298,25,2010-04-09,507639.3
3299,25,2010-04-16,428412.96
3300,25,2010-04-23,428760.78
3301,25,2010-04-30,407027.78
3302,25,2010-05-07,473414.89
3303,25,2010-05-14,411150.58
3304,25,2010-05-21,432351.19
3305,25,2010-05-28,464654.6
3306,25,2010-06-04,489021.04
3307,25,2010-06-11,453140.55
3308,25,2010-06-18,428342.62
3309,25,2010-06-25,432005.51
3310,25,2010-07-02,414141.58
3311,25,2010-07-09,385188.37
3312,25,2010-07-16,365521.42
3313,25,2010-07-23,358325.3
3314,25,2010-07-30,355364.15
3315,25,2010-08-06,379946.14
3316,25,2010-08-13,374422.22
3317,25,2010-08-20,398369.97
3318,25,2010-08-27,419241.25
3319,25,2010-09-03,382736.08999999997
3320,25,2010-09-10,363852.68
3321,25,2010-09-17,339405.72
3322,25,2010-09-24,333951.93
3323,25,2010-10-01,354395.43
3324,25,2010-10-08,396150.94
3325,25,2010-10-15,374981.87
3326,25,2010-10-22,399459.85
3327,25,2010-10-29,427065.0
3328,25,2010-11-05,401948.32
3329,25,2010-11-12,409991.53
3330,25,2010-11-19,383617.43
3331,25,2010-11-26,487733.82
3332,25,2010-12-03,407966.94
3333,25,2010-12-10,479649.33
3334,25,2010-12-17,523038.33
3335,25,2010-12-24,700218.78
3336,25,2010-12-31,345115.09
3337,25,2011-01-07,284741.13
3338,25,2011-01-14,307727.98
3339,25,2011-01-21,276709.77999999997
3340,25,2011-01-28,268701.22
3341,25,2011-02-04,341387.15
3342,25,2011-02-11,344559.55
3343,25,2011-02-18,363736.02999999997
3344,25,2011-02-25,342833.66
3345,25,2011-03-04,372827.45
3346,25,2011-03-11,362979.4
3347,25,2011-03-18,401321.92
3348,25,2011-03-25,376128.48
3349,25,2011-04-01,365515.62
3350,25,2011-04-08,401908.25
3351,25,2011-04-15,406198.57
3352,25,2011-04-22,443185.89
3353,25,2011-04-29,436592.1
3354,25,2011-05-06,413201.55
3355,25,2011-05-13,411056.26
3356,25,2011-05-20,404814.35
3357,25,2011-05-27,445349.02
3358,25,2011-06-03,478197.91
3359,25,2011-06-10,442207.7
3360,25,2011-06-17,427438.99
3361,25,2011-06-24,422740.19
3362,25,2011-07-01,413809.89
3363,25,2011-07-08,410839.55
3364,25,2011-07-15,364454.05
3365,25,2011-07-22,374598.67
3366,25,2011-07-29,347770.71
3367,25,2011-08-05,382272.56
3368,25,2011-08-12,366574.44
3369,25,2011-08-19,396728.11
3370,25,2011-08-26,409114.60000000003
3371,25,2011-09-02,373054.0
3372,25,2011-09-09,396671.73
3373,25,2011-09-16,358199.6
3374,25,2011-09-23,370004.45
3375,25,2011-09-30,347746.36
3376,25,2011-10-07,422092.22
3377,25,2011-10-14,390674.59
3378,25,2011-10-21,391507.99
3379,25,2011-10-28,446830.21
3380,25,2011-11-04,480048.52
3381,25,2011-11-11,429251.49
3382,25,2011-11-18,375949.35
3383,25,2011-11-25,487570.04
3384,25,2011-12-02,381579.36
3385,25,2011-12-09,469901.22000000003
3386,25,2011-12-16,502691.94
3387,25,2011-12-23,645083.66
3388,25,2011-12-30,352481.63
3389,25,2012-01-06,285543.1
3390,25,2012-01-13,262090.52
3391,25,2012-01-20,283591.7
3392,25,2012-01-27,288273.04
3393,25,2012-02-03,311525.1
3394,25,2012-02-10,356268.54
3395,25,2012-02-17,363183.77
3396,25,2012-02-24,366409.42
3397,25,2012-03-02,353549.83
3398,25,2012-03-09,384751.83
3399,25,2012-03-16,449975.66
3400,25,2012-03-23,482402.23
3401,25,2012-03-30,432297.84
3402,25,2012-04-06,492240.76
3403,25,2012-04-13,431892.31
3404,25,2012-04-20,409105.49
3405,25,2012-04-27,402417.95
3406,25,2012-05-04,409772.59
3407,25,2012-05-11,412339.84
3408,25,2012-05-18,422066.19
3409,25,2012-05-25,447719.96
3410,25,2012-06-01,456796.79
3411,25,2012-06-08,444647.62
3412,25,2012-06-15,421016.31
3413,25,2012-06-22,424164.04
3414,25,2012-06-29,403947.21
3415,25,2012-07-06,415064.57
3416,25,2012-07-13,348849.61
3417,25,2012-07-20,357239.32
3418,25,2012-07-27,331617.51
3419,25,2012-08-03,356755.69
3420,25,2012-08-10,354929.4
3421,25,2012-08-17,379805.71
3422,25,2012-08-24,401011.24
3423,25,2012-08-31,407835.52
3424,25,2012-09-07,375612.83
3425,25,2012-09-14,346333.25
