,Store,Date,Total_Weekly_Sales
1595,12,2010-07-09,943506.28
1596,12,2010-07-16,916402.76
1597,12,2010-07-23,912403.67
1598,12,2010-07-30,913548.25
1599,12,2010-08-06,967576.95
1600,12,2010-08-13,928264.4
1601,12,2010-08-20,948447.34
1602,12,2010-08-27,1004516.46
1603,12,2010-09-03,1075758.55
1604,12,2010-09-10,903119.03
1605,12,2010-09-17,852882.61
1606,12,2010-09-24,851919.34
1607,12,2010-10-01,850936.26
1608,12,2010-10-08,918335.68
1609,12,2010-10-15,862419.84
1610,12,2010-10-22,857883.46
1611,12,2010-10-29,955294.7
1612,12,2010-11-05,929690.7100000001
1613,12,2010-11-12,942475.24
1614,12,2010-11-19,894493.7
1615,12,2010-11-26,1601377.41
1616,12,2010-12-03,1069533.17
1617,12,2010-12-10,1121934.15
1618,12,2010-12-17,1295605.35
1619,12,2010-12-24,1768249.89
1620,12,2010-12-31,891736.91
1621,12,2011-01-07,910110.24
1622,12,2011-01-14,812011.8
1623,12,2011-01-21,802105.5
1624,12,2011-01-28,873119.06
1625,12,2011-02-04,1046068.17
1626,12,2011-02-11,1086421.57
1627,12,2011-02-18,1128485.1
1628,12,2011-02-25,1046203.72
1629,12,2011-03-04,1085248.21
1630,12,2011-03-11,997672.62
1631,12,2011-03-18,1009502.01
1632,12,2011-03-25,954107.3200000001
1633,12,2011-04-01,1005463.49
1634,12,2011-04-08,998362.05
1635,12,2011-04-15,990951.77
1636,12,2011-04-22,1016019.47
1637,12,2011-04-29,994966.1
1638,12,2011-05-06,1021154.48
1639,12,2011-05-13,977033.5
1640,12,2011-05-20,924134.99
1641,12,2011-05-27,964332.51
1642,12,2011-06-03,970328.68
1643,12,2011-06-10,996937.95
1644,12,2011-06-17,986504.93
1645,12,2011-06-24,997282.75
1646,12,2011-07-01,961993.34
1647,12,2011-07-08,943717.38
1648,12,2011-07-15,936001.98
1649,12,2011-07-22,922231.92
1650,12,2011-07-29,890547.0700000001
1651,12,2011-08-05,988712.52
1652,12,2011-08-12,955913.6799999999
1653,12,2011-08-19,966817.24
1654,12,2011-08-26,1017593.47
1655,12,2011-09-02,1052051.45
1656,12,2011-09-09,922850.57
1657,12,2011-09-16,889290.23
1658,12,2011-09-23,871692.74
1659,12,2011-09-30,866401.4500000001
1660,12,2011-10-07,951244.66
1661,12,2011-10-14,927600.01
1662,12,2011-10-21,938604.58
1663,12,2011-10-28,990926.38
1664,12,2011-11-04,1051944.79
1665,12,2011-11-11,1095091.53
1666,12,2011-11-18,970641.34
1667,12,2011-11-25,1591920.42
1668,12,2011-12-02,1071383.1
1669,12,2011-12-09,1189646.45
1670,12,2011-12-16,1293404.18
1671,12,2011-12-23,1617612.03
1672,12,2011-12-30,1111638.07
1673,12,2012-01-06,945823.65
1674,12,2012-01-13,865467.86
1675,12,2012-01-20,855922.64
1676,12,2012-01-27,888203.69
1677,12,2012-02-03,1058767.95
1678,12,2012-02-10,1199330.85
1679,12,2012-02-17,1240048.85
1680,12,2012-02-24,1112034.72
1681,12,2012-03-02,1147636.96
1682,12,2012-03-09,1113208.57
1683,12,2012-03-16,1088498.52
1684,12,2012-03-23,1045419.87
1685,12,2012-03-30,1025382.22
1686,12,2012-04-06,1128765.71
1687,12,2012-04-13,1083811.19
1688,12,2012-04-20,1006486.96
1689,12,2012-04-27,1004252.38
1690,12,2012-05-04,1073433.69
1691,12,2012-05-11,1041995.22
1692,12,2012-05-18,1020486.0499999999
1693,12,2012-05-25,991514.21
1694,12,2012-06-01,981345.2
1695,12,2012-06-08,1086231.47
1696,12,2012-06-15,1019555.51
1697,12,2012-06-22,981386.25
1698,12,2012-06-29,943124.74
1699,12,2012-07-06,1014898.78
1700,12,2012-07-13,960312.75
1701,12,2012-07-20,941550.34
1702,12,2012-07-27,916967.9199999999
1703,12,2012-08-03,958667.23
1704,12,2012-08-10,984689.9
1705,12,2012-08-17,1005003.12
1706,12,2012-08-24,1048101.39
1707,12,2012-08-31,1061943.49
1708,12,2012-09-07,955146.04
1709,12,2012-09-14,885892.37
1710,12,2012-09-21,922735.37
1711,12,2012-09-28,880415.67
1712,12,2012-10-05,979825.9199999999
1713,12,2012-10-12,934917.47
1714,12,2012-10-19,960945.4299999999
1715,12,2012-10-26,974697.6
1716,13,2010-02-05,1967220.53
1717,13,2010-02-12,2030933.46
1718,13,2010-02-19,1970274.64
1719,13,2010-02-26,1817850.32
1720,13,2010-03-05,1939980.43
1721,13,2010-03-12,1840686.94
1722,13,2010-03-19,1879794.8900000001
1723,13,2010-03-26,1882095.98
1724,13,2010-04-02,2142482.14
1725,13,2010-04-09,1898321.3299999998
1726,13,2010-04-16,1819660.44
1727,13,2010-04-23,1909330.77
1728,13,2010-04-30,1785823.3699999999
1729,13,2010-05-07,2005478.46
1730,13,2010-05-14,1890273.44
1731,13,2010-05-21,1853657.5999999999
1732,13,2010-05-28,1877358.86
1733,13,2010-06-04,2022705.22
1734,13,2010-06-11,2037880.96
1735,13,2010-06-18,2003435.31
1736,13,2010-06-25,1970340.25
1737,13,2010-07-02,2018314.71
1738,13,2010-07-09,1870843.9
1739,13,2010-07-16,1932231.05
1740,13,2010-07-23,1907351.2
1741,13,2010-07-30,1817887.23
1742,13,2010-08-06,1969121.45
1743,13,2010-08-13,1877592.55
1744,13,2010-08-20,1997397.6300000001
1745,13,2010-08-27,1908278.27
1746,13,2010-09-03,1911852.58
1747,13,2010-09-10,1772143.94
1748,13,2010-09-17,1790279.74
1749,13,2010-09-24,1705655.09
1750,13,2010-10-01,1765584.48
1751,13,2010-10-08,1871924.07
1752,13,2010-10-15,1851431.06
1753,13,2010-10-22,1796949.59
1754,13,2010-10-29,1887895.07
1755,13,2010-11-05,1854967.66
1756,13,2010-11-12,1939964.6300000001
1757,13,2010-11-19,1925393.91
1758,13,2010-11-26,2766400.05
1759,13,2010-12-03,2083379.8900000001
1760,13,2010-12-10,2461468.35
1761,13,2010-12-17,2771646.81
1762,13,2010-12-24,3595903.2
1763,13,2010-12-31,1675292.0
1764,13,2011-01-07,1744544.39
1765,13,2011-01-14,1682316.31
1766,13,2011-01-21,1770177.37
1767,13,2011-01-28,1633663.12
1768,13,2011-02-04,1848186.58
1769,13,2011-02-11,1944438.9
1770,13,2011-02-18,2003480.59
1771,13,2011-02-25,1831933.95
1772,13,2011-03-04,1894960.68
1773,13,2011-03-11,1852432.58
1774,13,2011-03-18,1852443.78
1775,13,2011-03-25,1807545.43
1776,13,2011-04-01,1864238.64
1777,13,2011-04-08,1887465.04
1778,13,2011-04-15,1950994.04
1779,13,2011-04-22,2124316.34
1780,13,2011-04-29,1895583.12
1781,13,2011-05-06,1986380.4
1782,13,2011-05-13,1958823.56
1783,13,2011-05-20,1860923.55
1784,13,2011-05-27,1866369.93
1785,13,2011-06-03,1935593.87
1786,13,2011-06-10,1997816.98
1787,13,2011-06-17,2086433.49
1788,13,2011-06-24,2009163.08
1789,13,2011-07-01,2048035.74
1790,13,2011-07-08,2021699.38
1791,13,2011-07-15,1956813.31
1792,13,2011-07-22,1987089.36
1793,13,2011-07-29,1880785.69
1794,13,2011-08-05,2076231.8
1795,13,2011-08-12,1970341.38
1796,13,2011-08-19,2090340.98
1797,13,2011-08-26,2035244.54
1798,13,2011-09-02,1953628.82
1799,13,2011-09-09,1872921.31
1800,13,2011-09-16,1923223.82
1801,13,2011-09-23,1847430.96
1802,13,2011-09-30,1835662.69
1803,13,2011-10-07,2067232.56
1804,13,2011-10-14,1929659.07
1805,13,2011-10-21,1973544.27
1806,13,2011-10-28,1948733.81
1807,13,2011-11-04,2036317.54
1808,13,2011-11-11,2111592.09
1809,13,2011-11-18,2016323.51
1810,13,2011-11-25,2864170.61
1811,13,2011-12-02,2051315.66
1812,13,2011-12-09,2462779.06
1813,13,2011-12-16,2760346.71
1814,13,2011-12-23,3556766.03
1815,13,2011-12-30,1969056.91
1816,13,2012-01-06,1865752.78
1817,13,2012-01-13,1794962.64
1818,13,2012-01-20,1811606.21
1819,13,2012-01-27,1733983.09
1820,13,2012-02-03,1927780.74
1821,13,2012-02-10,2069284.57
1822,13,2012-02-17,2214477.06
1823,13,2012-02-24,1929768.03
1824,13,2012-03-02,1969742.76
1825,13,2012-03-09,1986445.65
1826,13,2012-03-16,2025582.6199999999
1827,13,2012-03-23,1904421.74
1828,13,2012-03-30,1948982.7
1829,13,2012-04-06,2271614.76
1830,13,2012-04-13,2057637.8599999999
1831,13,2012-04-20,1955689.12
1832,13,2012-04-27,1970121.65
1833,13,2012-05-04,1995994.51
1834,13,2012-05-11,2080764.17
1835,13,2012-05-18,2131900.55
1836,13,2012-05-25,2043349.41
1837,13,2012-06-01,2035431.39
1838,13,2012-06-08,2182437.9
1839,13,2012-06-15,2152229.11
1840,13,2012-06-22,2094373.0
1841,13,2012-06-29,2037663.71
1842,13,2012-07-06,2184980.35
1843,13,2012-07-13,2002750.99
1844,13,2012-07-20,2053089.32
1845,13,2012-07-27,1914430.53
1846,13,2012-08-03,2044148.23
1847,13,2012-08-10,2041019.92
1848,13,2012-08-17,2095769.18
1849,13,2012-08-24,2059458.25
1850,13,2012-08-31,2073855.42
1851,13,2012-09-07,2165796.31
1852,13,2012-09-14,1919917.03
1853,13,2012-09-21,1938379.66
1854,13,2012-09-28,1927664.1099999999
1855,13,2012-10-05,2041918.74
1856,13,2012-10-12,1999079.44
1857,13,2012-10-19,2018010.15
1858,13,2012-10-26,2035189.6600000001
1859,14,2010-02-05,2623469.9499999997
1860,14,2010-02-12,1704218.84
1861,14,2010-02-19,2204556.7
1862,14,2010-02-26,2095591.63
1863,14,2010-03-05,2237544.75
1864,14,2010-03-12,2156035.06
1865,14,2010-03-19,2066219.3
1866,14,2010-03-26,2050396.27
1867,14,2010-04-02,2495630.5100000002
1868,14,2010-04-09,2258781.2800000003
1869,14,2010-04-16,2121788.61
1870,14,2010-04-23,2138144.91
1871,14,2010-04-30,2082355.12
1872,14,2010-05-07,2370116.52
1873,14,2010-05-14,2129771.13
1874,14,2010-05-21,2108187.1
1875,14,2010-05-28,2227152.16
1876,14,2010-06-04,2363601.47
1877,14,2010-06-11,2249570.04
1878,14,2010-06-18,2248645.59
1879,14,2010-06-25,2246179.91
1880,14,2010-07-02,2334788.42
1881,14,2010-07-09,2236209.13
1882,14,2010-07-16,2130287.27
1883,14,2010-07-23,2044155.39
1884,14,2010-07-30,2054843.28
1885,14,2010-08-06,2219813.5
1886,14,2010-08-13,2052984.81
1887,14,2010-08-20,2057138.31
1888,14,2010-08-27,2020332.07
1889,14,2010-09-03,2182563.66
1890,14,2010-09-10,2191767.7600000002
1891,14,2010-09-17,1953539.85
1892,14,2010-09-24,1879891.13
1893,14,2010-10-01,1855703.66
1894,14,2010-10-08,2091663.2
1895,14,2010-10-15,1932162.63
1896,14,2010-10-22,1936621.09
1897,14,2010-10-29,1984768.34
1898,14,2010-11-05,2078417.47
1899,14,2010-11-12,2092189.06
1900,14,2010-11-19,1968462.58
1901,14,2010-11-26,2921709.71
1902,14,2010-12-03,2258489.63
1903,14,2010-12-10,2600519.26
1904,14,2010-12-17,2762861.41
1905,14,2010-12-24,3818686.45
1906,14,2010-12-31,1623716.46
1907,14,2011-01-07,1864746.1
1908,14,2011-01-14,1699095.9
1909,14,2011-01-21,1743188.8699999999
1910,14,2011-01-28,1613718.3800000001
1911,14,2011-02-04,1995891.8699999999
1912,14,2011-02-11,1980405.03
1913,14,2011-02-18,2019031.67
1914,14,2011-02-25,1875708.88
1915,14,2011-03-04,2041215.6099999999
1916,14,2011-03-11,1931104.67
1917,14,2011-03-18,1932491.42
1918,14,2011-03-25,1879451.23
1919,14,2011-04-01,1869110.55
1920,14,2011-04-08,2037798.8800000001
1921,14,2011-04-15,1974960.8599999999
1922,14,2011-04-22,2256461.39
1923,14,2011-04-29,1930617.64
1924,14,2011-05-06,2095599.93
1925,14,2011-05-13,2004330.3
1926,14,2011-05-20,1959967.8
1927,14,2011-05-27,2080694.24
1928,14,2011-06-03,2079899.47
1929,14,2011-06-10,2132446.0
1930,14,2011-06-17,2082083.3399999999
1931,14,2011-06-24,2069523.52
1932,14,2011-07-01,2074668.19
1933,14,2011-07-08,2063401.06
1934,14,2011-07-15,1953544.76
1935,14,2011-07-22,1882070.88
1936,14,2011-07-29,1871021.01
1937,14,2011-08-05,2066020.69
1938,14,2011-08-12,1928773.82
1939,14,2011-08-19,1896873.99
1940,14,2011-08-26,2273470.62
1941,14,2011-09-02,1750891.47
1942,14,2011-09-09,2202742.9
1943,14,2011-09-16,1864637.89
1944,14,2011-09-23,1871555.64
1945,14,2011-09-30,1809989.29
1946,14,2011-10-07,2078796.76
1947,14,2011-10-14,1890870.75
1948,14,2011-10-21,2009004.5899999999
1949,14,2011-10-28,2056846.12
1950,14,2011-11-04,2174056.71
1951,14,2011-11-11,2081534.6500000001
1952,14,2011-11-18,1969360.72
1953,14,2011-11-25,2685351.81
1954,14,2011-12-02,2143080.57
1955,14,2011-12-09,2470581.29
1956,14,2011-12-16,2594363.09
1957,14,2011-12-23,3369068.99
1958,14,2011-12-30,1914148.89
1959,14,2012-01-06,1859144.96
1960,14,2012-01-13,1696248.27
1961,14,2012-01-20,1789113.32
1962,14,2012-01-27,1595362.27
1963,14,2012-02-03,1877410.36
1964,14,2012-02-10,2077256.24
1965,14,2012-02-17,2020550.99
1966,14,2012-02-24,1875040.16
1967,14,2012-03-02,1926004.99
1968,14,2012-03-09,2020839.31
1969,14,2012-03-16,1941040.5
1970,14,2012-03-23,1893447.71
1971,14,2012-03-30,1905033.01
1972,14,2012-04-06,2376022.2600000002
1973,14,2012-04-13,1912909.69
1974,14,2012-04-20,1875686.44
1975,14,2012-04-27,1784029.95
1976,14,2012-05-04,1949354.29
1977,14,2012-05-11,1987531.05
1978,14,2012-05-18,1932233.17
1979,14,2012-05-25,2030869.61
1980,14,2012-06-01,2049485.49
1981,14,2012-06-08,2099615.88
1982,14,2012-06-15,1905733.68
1983,14,2012-06-22,1660228.8800000001
1984,14,2012-06-29,1591835.02
1985,14,2012-07-06,1862128.95
1986,14,2012-07-13,1544422.35
1987,14,2012-07-20,1553250.16
1988,14,2012-07-27,1479514.66
1989,14,2012-08-03,1656886.46
1990,14,2012-08-10,1648570.03
1991,14,2012-08-17,1660433.3
1992,14,2012-08-24,1621841.33
1993,14,2012-08-31,1613342.19
1994,14,2012-09-07,1904512.34
1995,14,2012-09-14,1554794.22
1996,14,2012-09-21,1565352.46
1997,14,2012-09-28,1522512.2
1998,14,2012-10-05,1687592.16
1999,14,2012-10-12,1639585.6099999999
2000,14,2012-10-19,1590274.72
2001,14,2012-10-26,1704357.62
2002,15,2010-02-05,652122.44
2003,15,2010-02-12,682447.1
2004,15,2010-02-19,660838.75
2005,15,2010-02-26,564883.2000000001
2006,15,2010-03-05,605325.43
2007,15,2010-03-12,604173.59
2008,15,2010-03-19,593710.67
2009,15,2010-03-26,592111.49
2010,15,2010-04-02,718470.71
2011,15,2010-04-09,634605.77
2012,15,2010-04-16,641208.65
2013,15,2010-04-23,643097.6
2014,15,2010-04-30,570791.11
2015,15,2010-05-07,661348.88
2016,15,2010-05-14,594385.2
2017,15,2010-05-21,616598.1
2018,15,2010-05-28,744772.88
2019,15,2010-06-04,693192.5
2020,15,2010-06-11,619337.29
2021,15,2010-06-18,652329.53
2022,15,2010-06-25,672194.03
2023,15,2010-07-02,709337.11
2024,15,2010-07-09,691497.62
2025,15,2010-07-16,633203.69
2026,15,2010-07-23,598553.43
2027,15,2010-07-30,619224.0599999999
2028,15,2010-08-06,639651.24
2029,15,2010-08-13,622437.08
2030,15,2010-08-20,637090.44
2031,15,2010-08-27,649791.15
2032,15,2010-09-03,638647.21
2033,15,2010-09-10,641965.2
2034,15,2010-09-17,583210.87
2035,15,2010-09-24,548542.47
2036,15,2010-10-01,566945.95
2037,15,2010-10-08,591603.79
2038,15,2010-10-15,577011.26
2039,15,2010-10-22,600395.73
2040,15,2010-10-29,598301.5
2041,15,2010-11-05,612987.64
2042,15,2010-11-12,619639.74
2043,15,2010-11-19,608200.81
2044,15,2010-11-26,1120018.92
2045,15,2010-12-03,754134.95
2046,15,2010-12-10,847294.04
2047,15,2010-12-17,983825.15
2048,15,2010-12-24,1368318.17
2049,15,2010-12-31,543754.17
2050,15,2011-01-07,509640.77
2051,15,2011-01-14,479424.2
2052,15,2011-01-21,487311.03
2053,15,2011-01-28,481119.6
2054,15,2011-02-04,556550.85
2055,15,2011-02-11,582864.35
2056,15,2011-02-18,649993.5
2057,15,2011-02-25,547564.09
2058,15,2011-03-04,573374.49
2059,15,2011-03-11,537035.28
2060,15,2011-03-18,551553.99
2061,15,2011-03-25,527389.28
2062,15,2011-04-01,542556.05
2063,15,2011-04-08,587370.8099999999
2064,15,2011-04-15,607691.36
2065,15,2011-04-22,655318.26
2066,15,2011-04-29,560764.41
2067,15,2011-05-06,630522.67
2068,15,2011-05-13,630482.91
2069,15,2011-05-20,593941.9
2070,15,2011-05-27,636193.24
2071,15,2011-06-03,695396.19
2072,15,2011-06-10,642679.81
2073,15,2011-06-17,639928.85
2074,15,2011-06-24,656594.95
2075,15,2011-07-01,674669.16
2076,15,2011-07-08,635118.48
2077,15,2011-07-15,624114.56
2078,15,2011-07-22,607475.4400000001
2079,15,2011-07-29,577511.02
2080,15,2011-08-05,607961.21
2081,15,2011-08-12,590836.37
2082,15,2011-08-19,599488.98
2083,15,2011-08-26,605413.17
2084,15,2011-09-02,649159.6799999999
2085,15,2011-09-09,607593.51
2086,15,2011-09-16,545052.34
2087,15,2011-09-23,545570.86
2088,15,2011-09-30,521297.31
2089,15,2011-10-07,579068.88
2090,15,2011-10-14,537300.94
2091,15,2011-10-21,603318.89
2092,15,2011-10-28,589842.69
2093,15,2011-11-04,615121.78
2094,15,2011-11-11,618949.82
2095,15,2011-11-18,597856.51
2096,15,2011-11-25,1066478.1
2097,15,2011-12-02,699028.66
2098,15,2011-12-09,764565.55
2099,15,2011-12-16,870415.49
2100,15,2011-12-23,1182691.8699999999
2101,15,2011-12-30,603460.79
2102,15,2012-01-06,516087.65
2103,15,2012-01-13,454183.42
2104,15,2012-01-20,492721.85
2105,15,2012-01-27,466045.63
2106,15,2012-02-03,523831.64
2107,15,2012-02-10,628218.22
2108,15,2012-02-17,598502.83
2109,15,2012-02-24,561137.06
2110,15,2012-03-02,541292.64
2111,15,2012-03-09,545120.67
2112,15,2012-03-16,570611.23
2113,15,2012-03-23,565481.88
2114,15,2012-03-30,557547.25
2115,15,2012-04-06,659950.36
2116,15,2012-04-13,558585.13
2117,15,2012-04-20,534780.57
2118,15,2012-04-27,527402.62
2119,15,2012-05-04,577868.38
2120,15,2012-05-11,579539.95
2121,15,2012-05-18,600050.98
2122,15,2012-05-25,693780.42
2123,15,2012-06-01,663971.26
2124,15,2012-06-08,611390.67
2125,15,2012-06-15,636737.65
2126,15,2012-06-22,687085.6
2127,15,2012-06-29,624099.48
2128,15,2012-07-06,678024.75
2129,15,2012-07-13,591335.5
2130,15,2012-07-20,592369.22
2131,15,2012-07-27,571190.83
2132,15,2012-08-03,590739.62
2133,15,2012-08-10,590453.63
2134,15,2012-08-17,579738.2
2135,15,2012-08-24,606210.77
2136,15,2012-08-31,610185.32
2137,15,2012-09-07,587259.8200000001
2138,15,2012-09-14,527509.76
2139,15,2012-09-21,533161.64
2140,15,2012-09-28,553901.97
2141,15,2012-10-05,573498.64
2142,15,2012-10-12,551799.63
2143,15,2012-10-19,555652.77
2144,15,2012-10-26,558473.6
2145,16,2010-02-05,477409.3
2146,16,2010-02-12,472044.27999999997
2147,16,2010-02-19,469868.7
2148,16,2010-02-26,443242.17
2149,16,2010-03-05,444181.85
2150,16,2010-03-12,445393.74
2151,16,2010-03-19,504307.35
2152,16,2010-03-26,483177.2
2153,16,2010-04-02,490503.69
2154,16,2010-04-09,424083.99
2155,16,2010-04-16,436312.41000000003
2156,16,2010-04-23,370230.94
2157,16,2010-04-30,383550.93
2158,16,2010-05-07,403217.22000000003
2159,16,2010-05-14,401770.9
2160,16,2010-05-21,435300.51
2161,16,2010-05-28,479430.0
2162,16,2010-06-04,516295.81
2163,16,2010-06-11,535587.31
2164,16,2010-06-18,540149.85
2165,16,2010-06-25,546554.96
2166,16,2010-07-02,610641.42
2167,16,2010-07-09,614253.33
2168,16,2010-07-16,586583.69
2169,16,2010-07-23,588344.18
2170,16,2010-07-30,562633.67
2171,16,2010-08-06,586936.45
2172,16,2010-08-13,543757.97
2173,16,2010-08-20,521516.96
2174,16,2010-08-27,581010.52
2175,16,2010-09-03,542087.89
2176,16,2010-09-10,537518.57
2177,16,2010-09-17,522049.51999999996
2178,16,2010-09-24,511330.32
2179,16,2010-10-01,463977.54
2180,16,2010-10-08,442894.2
2181,16,2010-10-15,452169.27999999997
2182,16,2010-10-22,541216.92
2183,16,2010-10-29,495022.51
2184,16,2010-11-05,446905.02
2185,16,2010-11-12,453632.76
2186,16,2010-11-19,458634.68
2187,16,2010-11-26,651837.77
2188,16,2010-12-03,512260.58999999997
2189,16,2010-12-10,570103.64
2190,16,2010-12-17,648652.01
2191,16,2010-12-24,1004730.6900000001
2192,16,2010-12-31,575317.38
2193,16,2011-01-07,573545.96
2194,16,2011-01-14,470365.59
2195,16,2011-01-21,462888.13
2196,16,2011-01-28,448391.99
2197,16,2011-02-04,479263.15
2198,16,2011-02-11,466806.89
2199,16,2011-02-18,491179.79
2200,16,2011-02-25,475201.64
2201,16,2011-03-04,484829.07
2202,16,2011-03-11,457504.35
2203,16,2011-03-18,497373.49
2204,16,2011-03-25,465279.68
2205,16,2011-04-01,459756.11
2206,16,2011-04-08,439276.5
2207,16,2011-04-15,427855.24
2208,16,2011-04-22,368600.0
2209,16,2011-04-29,378100.31
2210,16,2011-05-06,423805.22
2211,16,2011-05-13,410406.95
2212,16,2011-05-20,435397.19
2213,16,2011-05-27,444718.68
2214,16,2011-06-03,531080.31
2215,16,2011-06-10,600952.06
2216,16,2011-06-17,581546.23
2217,16,2011-06-24,569105.03
2218,16,2011-07-01,608737.56
2219,16,2011-07-08,634634.66
2220,16,2011-07-15,586841.77
2221,16,2011-07-22,581758.22
2222,16,2011-07-29,582381.95
2223,16,2011-08-05,592981.33
2224,16,2011-08-12,563884.47
2225,16,2011-08-19,554630.42
2226,16,2011-08-26,557312.01
2227,16,2011-09-02,580805.3300000001
2228,16,2011-09-09,574622.56
2229,16,2011-09-16,539081.09
2230,16,2011-09-23,504856.97
2231,16,2011-09-30,450075.31
2232,16,2011-10-07,482926.93
2233,16,2011-10-14,498241.06
2234,16,2011-10-21,560104.16
2235,16,2011-10-28,505918.21
2236,16,2011-11-04,511059.95
2237,16,2011-11-11,513181.31
2238,16,2011-11-18,480353.64
2239,16,2011-11-25,712422.4
2240,16,2011-12-02,530492.84
2241,16,2011-12-09,574798.86
2242,16,2011-12-16,679481.9
2243,16,2011-12-23,950691.96
2244,16,2011-12-30,665861.06
2245,16,2012-01-06,564538.0700000001
2246,16,2012-01-13,508520.09
2247,16,2012-01-20,474389.75
2248,16,2012-01-27,453979.19
2249,16,2012-02-03,475905.1
2250,16,2012-02-10,473766.97000000003
2251,16,2012-02-17,494069.49
2252,16,2012-02-24,495720.3
2253,16,2012-03-02,464189.08999999997
2254,16,2012-03-09,495951.66
2255,16,2012-03-16,520850.71
2256,16,2012-03-23,493503.89
2257,16,2012-03-30,485095.41
2258,16,2012-04-06,502662.07
2259,16,2012-04-13,450756.71
2260,16,2012-04-20,436221.26
2261,16,2012-04-27,398445.14999999997
2262,16,2012-05-04,426959.62
2263,16,2012-05-11,479855.0
2264,16,2012-05-18,493506.47
2265,16,2012-05-25,518045.09
2266,16,2012-06-01,532311.9299999999
2267,16,2012-06-08,603618.89
2268,16,2012-06-15,570045.79
2269,16,2012-06-22,581745.72
2270,16,2012-06-29,570162.28
2271,16,2012-07-06,641763.53
2272,16,2012-07-13,569005.0599999999
2273,16,2012-07-20,565297.54
2274,16,2012-07-27,539337.87
2275,16,2012-08-03,584000.71
2276,16,2012-08-10,554036.84
2277,16,2012-08-17,521896.60000000003
2278,16,2012-08-24,551152.15
2279,16,2012-08-31,551837.3099999999
2280,16,2012-09-07,537138.58
2281,16,2012-09-14,526525.16
2282,16,2012-09-21,509942.56
2283,16,2012-09-28,469607.73
2284,16,2012-10-05,471281.68
2285,16,2012-10-12,491817.19
2286,16,2012-10-19,577198.97
2287,16,2012-10-26,475770.14
2288,17,2010-02-05,789036.02
2289,17,2010-02-12,841951.91
2290,17,2010-02-19,800714.0
2291,17,2010-02-26,749549.55
2292,17,2010-03-05,783300.05
2293,17,2010-03-12,763961.82
2294,17,2010-03-19,752034.52
2295,17,2010-03-26,793097.64
2296,17,2010-04-02,848521.17
2297,17,2010-04-09,770228.02
2298,17,2010-04-16,757738.76
2299,17,2010-04-23,977790.83
2300,17,2010-04-30,807798.73
2301,17,2010-05-07,843848.65
2302,17,2010-05-14,813756.09
2303,17,2010-05-21,826626.5
2304,17,2010-05-28,872817.62
2305,17,2010-06-04,876902.87
2306,17,2010-06-11,845252.21
2307,17,2010-06-18,877996.27
2308,17,2010-06-25,893995.44
2309,17,2010-07-02,958875.37
2310,17,2010-07-09,836915.92
2311,17,2010-07-16,876591.41
2312,17,2010-07-23,893504.87
2313,17,2010-07-30,833517.19
2314,17,2010-08-06,795301.17
2315,17,2010-08-13,759995.1799999999
2316,17,2010-08-20,783929.7
2317,17,2010-08-27,802583.89
2318,17,2010-09-03,834373.73
2319,17,2010-09-10,1200888.28
2320,17,2010-09-17,871264.25
2321,17,2010-09-24,852876.2899999999
2322,17,2010-10-01,829207.27
2323,17,2010-10-08,827738.06
2324,17,2010-10-15,838297.32
2325,17,2010-10-22,815093.76
2326,17,2010-10-29,861941.25
2327,17,2010-11-05,818434.49
2328,17,2010-11-12,855459.96
2329,17,2010-11-19,782252.57
2330,17,2010-11-26,1005448.76
2331,17,2010-12-03,926573.81
2332,17,2010-12-10,962475.55
2333,17,2010-12-17,1049372.38
2334,17,2010-12-24,1309226.79
2335,17,2010-12-31,635862.55
2336,17,2011-01-07,1083071.14
2337,17,2011-01-14,758510.36
2338,17,2011-01-21,755804.37
2339,17,2011-01-28,736335.6900000001
2340,17,2011-02-04,816603.05
2341,17,2011-02-11,813211.46
2342,17,2011-02-18,860962.91
2343,17,2011-02-25,767256.53
2344,17,2011-03-04,816138.33
2345,17,2011-03-11,779602.36
2346,17,2011-03-18,778436.81
2347,17,2011-03-25,781267.76
2348,17,2011-04-01,795859.23
2349,17,2011-04-08,811855.72
2350,17,2011-04-15,825283.4299999999
2351,17,2011-04-22,1060770.11
2352,17,2011-04-29,806979.15
2353,17,2011-05-06,882132.28
2354,17,2011-05-13,870625.49
2355,17,2011-05-20,844443.35
2356,17,2011-05-27,892056.64
2357,17,2011-06-03,895020.48
2358,17,2011-06-10,881190.46
2359,17,2011-06-17,894686.67
2360,17,2011-06-24,920719.98
2361,17,2011-07-01,940554.34
2362,17,2011-07-08,915064.22
2363,17,2011-07-15,902727.76
2364,17,2011-07-22,899044.34
2365,17,2011-07-29,861894.77
2366,17,2011-08-05,866184.92
2367,17,2011-08-12,800819.79
2368,17,2011-08-19,797523.04
2369,17,2011-08-26,837390.79
2370,17,2011-09-02,847380.07
2371,17,2011-09-09,1161900.18
2372,17,2011-09-16,1051116.95
2373,17,2011-09-23,895535.31
2374,17,2011-09-30,868191.05
2375,17,2011-10-07,918006.9
2376,17,2011-10-14,884042.63
2377,17,2011-10-21,877380.22
2378,17,2011-10-28,936508.43
2379,17,2011-11-04,927657.63
2380,17,2011-11-11,914759.2
2381,17,2011-11-18,877724.31
2382,17,2011-11-25,1225700.28
2383,17,2011-12-02,945267.68
2384,17,2011-12-09,976522.93
